0.95387536e-3 SEC2 4
5.295503835989240e+00 6.952973867179706e-01 4.498247318888294e+00 6.818250090454684e-01
5.295514841817305e+00 6.952974342537324e-01 4.498233475472906e+00 6.818251346770595e-01
5.295525847509085e+00 6.952974817882402e-01 4.498219632190559e+00 6.818252603051208e-01
5.295536853064648e+00 6.952975293214938e-01 4.498205789041188e+00 6.818253859296510e-01
5.295547858483861e+00 6.952975768534928e-01 4.498191946024961e+00 6.818255115506486e-01
5.295558863766624e+00 6.952976243842378e-01 4.498178103141972e+00 6.818256371681164e-01
5.295569868913318e+00 6.952976719137294e-01 4.498164260391786e+00 6.818257627820545e-01
5.295580873923567e+00 6.952977194419658e-01 4.498150417774860e+00 6.818258883924601e-01
5.295591878797454e+00 6.952977669689487e-01 4.498136575291081e+00 6.818260139993355e-01
5.295602883535158e+00 6.952978144946774e-01 4.498122732940252e+00 6.818261396026803e-01
5.295613888136482e+00 6.952978620191514e-01 4.498108890722618e+00 6.818262652024927e-01
5.295624892601595e+00 6.952979095423717e-01 4.498095048637958e+00 6.818263907987755e-01
5.295635896930457e+00 6.952979570643383e-01 4.498081206686330e+00 6.818265163915281e-01
5.295646901122895e+00 6.952980045850501e-01 4.498067364867951e+00 6.818266419807488e-01
5.295657905179068e+00 6.952980521045075e-01 4.498053523182644e+00 6.818267675664372e-01
5.295668909099007e+00 6.952980996227114e-01 4.498039681630341e+00 6.818268931485971e-01
5.295679912882665e+00 6.952981471396604e-01 4.498025840211142e+00 6.818270187272236e-01
5.295690916529947e+00 6.952981946553559e-01 4.498011998925116e+00 6.818271443023216e-01
5.295701920041088e+00 6.952982421697970e-01 4.497998157772031e+00 6.818272698738872e-01
5.295712923415914e+00 6.952982896829838e-01 4.497984316752079e+00 6.818273954419216e-01
5.295723926654427e+00 6.952983371949168e-01 4.497970475865240e+00 6.818275210064267e-01
5.295734929756641e+00 6.952983847055952e-01 4.497956635111528e+00 6.818276465673996e-01
5.295745932722703e+00 6.952984322150195e-01 4.497942794490775e+00 6.818277721248411e-01
5.295756935552357e+00 6.952984797231898e-01 4.497928954003263e+00 6.818278976787522e-01
5.295767938245878e+00 6.952985272301068e-01 4.497915113648661e+00 6.818280232291348e-01
5.295778940803044e+00 6.952985747357682e-01 4.497901273427287e+00 6.818281487759827e-01
5.295789943224031e+00 6.952986222401759e-01 4.497887433338893e+00 6.818282743193009e-01
5.295800945508690e+00 6.952986697433297e-01 4.497873593383660e+00 6.818283998590887e-01
5.295811947657215e+00 6.952987172452291e-01 4.497859753561380e+00 6.818285253953450e-01
5.295822949669344e+00 6.952987647458748e-01 4.497845913872330e+00 6.818286509280720e-01
5.295833951545306e+00 6.952988122452660e-01 4.497832074316286e+00 6.818287764572666e-01
5.295844953285048e+00 6.952988597434032e-01 4.497818234893295e+00 6.818289019829303e-01
5.295855954888514e+00 6.952989072402861e-01 4.497804395603420e+00 6.818290275050632e-01
5.295866956355589e+00 6.952989547359144e-01 4.497790556446805e+00 6.818291530236645e-01
5.295877957686639e+00 6.952990022302892e-01 4.497776717423024e+00 6.818292785387353e-01
5.295888958881325e+00 6.952990497234093e-01 4.497762878532474e+00 6.818294040502748e-01
5.295899959939873e+00 6.952990972152759e-01 4.497749039774882e+00 6.818295295582849e-01
5.295910960862097e+00 6.952991447058878e-01 4.497735201150494e+00 6.818296550627624e-01
5.295921961648189e+00 6.952991921952455e-01 4.497721362659077e+00 6.818297805637087e-01
5.295932962297928e+00 6.952992396833488e-01 4.497707524300890e+00 6.818299060611237e-01
5.295943962811576e+00 6.952992871701986e-01 4.497693686075619e+00 6.818300315550092e-01
5.295954963188920e+00 6.952993346557941e-01 4.497679847983521e+00 6.818301570453638e-01
5.295965963430051e+00 6.952993821401354e-01 4.497666010024502e+00 6.818302825321870e-01
5.295976963534951e+00 6.952994296232218e-01 4.497652172198602e+00 6.818304080154770e-01
5.295987963503727e+00 6.952994771050554e-01 4.497638334505638e+00 6.818305334952404e-01
5.295998963336189e+00 6.952995245856342e-01 4.497624496945894e+00 6.818306589714704e-01
5.296009963032462e+00 6.952995720649584e-01 4.497610659519216e+00 6.818307844441686e-01
5.296020962592566e+00 6.952996195430292e-01 4.497596822225550e+00 6.818309099133381e-01
5.296031962016435e+00 6.952996670198454e-01 4.497582985065018e+00 6.818310353789749e-01
5.296042961304078e+00 6.952997144954071e-01 4.497569148037599e+00 6.818311608410801e-01
5.296053960455607e+00 6.952997619697154e-01 4.497555311143140e+00 6.818312862996565e-01
5.296064959470935e+00 6.952998094427691e-01 4.497541474381784e+00 6.818314117547003e-01
5.296075958350007e+00 6.952998569145690e-01 4.497527637753562e+00 6.818315372062143e-01
5.296086957092835e+00 6.952999043851139e-01 4.497513801258503e+00 6.818316626541950e-01
5.296097955699514e+00 6.952999518544051e-01 4.497499964896463e+00 6.818317880986462e-01
5.296108954170045e+00 6.952999993224422e-01 4.497486128667453e+00 6.818319135395666e-01
5.296119952504330e+00 6.953000467892252e-01 4.497472292571594e+00 6.818320389769560e-01
5.296130950702516e+00 6.953000942547540e-01 4.497458456608721e+00 6.818321644108141e-01
5.296141948764429e+00 6.953001417190282e-01 4.497444620779040e+00 6.818322898411403e-01
5.296152946690253e+00 6.953001891820487e-01 4.497430785082333e+00 6.818324152679363e-01
5.296163944479950e+00 6.953002366438156e-01 4.497416949518626e+00 6.818325406912031e-01
5.296174942133275e+00 6.953002841043275e-01 4.497403114088246e+00 6.818326661109371e-01
5.296185939650586e+00 6.953003315635855e-01 4.497389278790763e+00 6.818327915271403e-01
5.296196937031625e+00 6.953003790215893e-01 4.497375443626477e+00 6.818329169398124e-01
5.296207934276601e+00 6.953004264783386e-01 4.497361608595164e+00 6.818330423489524e-01
5.296218931385382e+00 6.953004739338342e-01 4.497347773696946e+00 6.818331677545633e-01
5.296229928357981e+00 6.953005213880761e-01 4.497333938931821e+00 6.818332931566441e-01
5.296240925194418e+00 6.953005688410625e-01 4.497320104299816e+00 6.818334185551900e-01
5.296251921894717e+00 6.953006162927958e-01 4.497306269800835e+00 6.818335439502083e-01
5.296262918458842e+00 6.953006637432746e-01 4.497292435434969e+00 6.818336693416942e-01
5.296273914886801e+00 6.953007111924987e-01 4.497278601202211e+00 6.818337947296476e-01
5.296284911178629e+00 6.953007586404695e-01 4.497264767102487e+00 6.818339201140724e-01
5.296295907334336e+00 6.953008060871856e-01 4.497250933135823e+00 6.818340454949648e-01
5.296306903353840e+00 6.953008535326480e-01 4.497237099302290e+00 6.818341708723278e-01
5.296317899237268e+00 6.953009009768557e-01 4.497223265601778e+00 6.818342962461579e-01
5.296328894984521e+00 6.953009484198094e-01 4.497209432034379e+00 6.818344216164574e-01
5.296339890595609e+00 6.953009958615092e-01 4.497195598600078e+00 6.818345469832268e-01
5.296350886070618e+00 6.953010433019549e-01 4.497181765298797e+00 6.818346723464648e-01
5.296361881409450e+00 6.953010907411458e-01 4.497167932130655e+00 6.818347977061706e-01
5.296372876612185e+00 6.953011381790830e-01 4.497154099095542e+00 6.818349230623465e-01
5.296383871678788e+00 6.953011856157661e-01 4.497140266193504e+00 6.818350484149919e-01
5.296394866609269e+00 6.953012330511950e-01 4.497126433424548e+00 6.818351737641053e-01
5.296405861403572e+00 6.953012804853697e-01 4.497112600788731e+00 6.818352991096881e-01
5.296405861403580e+00 6.953012804853697e-01 4.497112600788718e+00 6.818352991096883e-01
5.296418203043943e+00 6.953013337374641e-01 4.497097073382916e+00 6.818354398320425e-01
5.296430544502044e+00 6.953013869881577e-01 4.497081546151419e+00 6.818355805505083e-01
5.296442885777993e+00 6.953014402374511e-01 4.497066019094100e+00 6.818357212650865e-01
5.296455226871738e+00 6.953014934853455e-01 4.497050492210978e+00 6.818358619757814e-01
5.296467567783051e+00 6.953015467318385e-01 4.497034965502388e+00 6.818360026825859e-01
5.296479908512352e+00 6.953015999769319e-01 4.497019438967815e+00 6.818361433855042e-01
5.296492249059364e+00 6.953016532206255e-01 4.497003912607568e+00 6.818362840845372e-01
5.296504589424106e+00 6.953017064629192e-01 4.496988386421645e+00 6.818364247796835e-01
5.296516929606726e+00 6.953017597038127e-01 4.496972860409880e+00 6.818365654709428e-01
5.296529269607157e+00 6.953018129433067e-01 4.496957334572338e+00 6.818367061583172e-01
5.296541609425317e+00 6.953018661813998e-01 4.496941808909163e+00 6.818368468418016e-01
5.296553949061242e+00 6.953019194180933e-01 4.496926283420265e+00 6.818369875214013e-01
5.296566288515072e+00 6.953019726533866e-01 4.496910758105521e+00 6.818371281971134e-01
5.296578627786680e+00 6.953020258872800e-01 4.496895232965062e+00 6.818372688689394e-01
5.296590966876110e+00 6.953020791197732e-01 4.496879707998851e+00 6.818374095368781e-01
5.296603305783364e+00 6.953021323508661e-01 4.496864183206895e+00 6.818375502009295e-01
5.296615644508484e+00 6.953021855805591e-01 4.496848658589132e+00 6.818376908610949e-01
5.296627983051279e+00 6.953022388088522e-01 4.496833134145794e+00 6.818378315173736e-01
5.296640321411989e+00 6.953022920357451e-01 4.496817609876617e+00 6.818379721697652e-01
5.296652659590611e+00 6.953023452612377e-01 4.496802085781607e+00 6.818381128182691e-01
5.296664997586932e+00 6.953023984853304e-01 4.496786561861000e+00 6.818382534628871e-01
5.296677335401095e+00 6.953024517080229e-01 4.496771038114652e+00 6.818383941036175e-01
5.296689673033269e+00 6.953025049293157e-01 4.496755514542350e+00 6.818385347404623e-01
5.296702010483179e+00 6.953025581492079e-01 4.496739991144443e+00 6.818386753734189e-01
5.296714347750888e+00 6.953026113677001e-01 4.496724467920846e+00 6.818388160024887e-01
5.296726684836509e+00 6.953026645847925e-01 4.496708944871428e+00 6.818389566276726e-01
5.296739021739920e+00 6.953027178004844e-01 4.496693421996351e+00 6.818390972489683e-01
5.296751358461319e+00 6.953027710147762e-01 4.496677899295380e+00 6.818392378663772e-01
5.296763695000599e+00 6.953028242276684e-01 4.496662376768633e+00 6.818393784799004e-01
5.296776031357629e+00 6.953028774391600e-01 4.496646854416281e+00 6.818395190895356e-01
5.296788367532540e+00 6.953029306492510e-01 4.496631332238191e+00 6.818396596952820e-01
5.296800703525379e+00 6.953029838579430e-01 4.496615810234259e+00 6.818398002971450e-01
5.296813039336094e+00 6.953030370652338e-01 4.496600288404617e+00 6.818399408951176e-01
5.296825374964572e+00 6.953030902711255e-01 4.496584766749331e+00 6.818400814892064e-01
5.296837710411121e+00 6.953031434756162e-01 4.496569245268109e+00 6.818402220794058e-01
5.296850045675483e+00 6.953031966787065e-01 4.496553723961235e+00 6.818403626657173e-01
5.296862380757712e+00 6.953032498803977e-01 4.496538202828616e+00 6.818405032481446e-01
5.296874715657836e+00 6.953033030806881e-01 4.496522681870269e+00 6.818406438266832e-01
5.296887050375945e+00 6.953033562795783e-01 4.496507161086083e+00 6.818407844013340e-01
5.296899384911829e+00 6.953034094770683e-01 4.496491640476294e+00 6.818409249720980e-01
5.296911719265747e+00 6.953034626731590e-01 4.496476120040583e+00 6.818410655389777e-01
5.296924053437460e+00 6.953035158678489e-01 4.496460599779284e+00 6.818412061019679e-01
5.296936387427168e+00 6.953035690611380e-01 4.496445079692161e+00 6.818413466610692e-01
5.296948721234804e+00 6.953036222530276e-01 4.496429559779257e+00 6.818414872162855e-01
5.296961054860390e+00 6.953036754435167e-01 4.496414040040580e+00 6.818416277676136e-01
5.296973388303824e+00 6.953037286326063e-01 4.496398520476226e+00 6.818417683150566e-01
5.296985721565246e+00 6.953037818202952e-01 4.496383001086071e+00 6.818419088586107e-01
5.296998054644629e+00 6.953038350065840e-01 4.496367481870136e+00 6.818420493982779e-01
5.297010387541905e+00 6.953038881914728e-01 4.496351962828493e+00 6.818421899340584e-01
5.297022720256999e+00 6.953039413749607e-01 4.496336443961261e+00 6.818423304659497e-01
5.297035052790216e+00 6.953039945570485e-01 4.496320925268069e+00 6.818424709939543e-01
5.297047385141276e+00 6.953040477377365e-01 4.496305406749239e+00 6.818426115180725e-01
5.297059717310370e+00 6.953041009170243e-01 4.496289888404562e+00 6.818427520383036e-01
5.297072049297356e+00 6.953041540949119e-01 4.496274370234210e+00 6.818428925546473e-01
5.297084381102338e+00 6.953042072713987e-01 4.496258852238078e+00 6.818430330671021e-01
5.297096712725201e+00 6.953042604464853e-01 4.496243334416292e+00 6.818431735756696e-01
5.297109044166127e+00 6.953043136201722e-01 4.496227816768628e+00 6.818433140803514e-01
5.297121375425009e+00 6.953043667924590e-01 4.496212299295228e+00 6.818434545811458e-01
5.297133706501853e+00 6.953044199633451e-01 4.496196781996105e+00 6.818435950780516e-01
5.297146037396626e+00 6.953044731328306e-01 4.496181264871292e+00 6.818437355710691e-01
5.297158368109520e+00 6.953045263009172e-01 4.496165747920525e+00 6.818438760602034e-01
5.297170698640233e+00 6.953045794676027e-01 4.496150231144227e+00 6.818440165454474e-01
5.297183028989000e+00 6.953046326328874e-01 4.496134714542111e+00 6.818441570268029e-01
5.297195359155777e+00 6.953046857967731e-01 4.496119198114194e+00 6.818442975042740e-01
5.297207689140524e+00 6.953047389592579e-01 4.496103681860571e+00 6.818444379778560e-01
5.297220018943252e+00 6.953047921203417e-01 4.496088165781233e+00 6.818445784475485e-01
5.297232348564079e+00 6.953048452800265e-01 4.496072649876001e+00 6.818447189133570e-01
5.297244678002918e+00 6.953048984383102e-01 4.496057134145030e+00 6.818448593752759e-01
5.297257007259685e+00 6.953049515951942e-01 4.496041618588388e+00 6.818449998333087e-01
5.297269336334400e+00 6.953050047506770e-01 4.496026103206089e+00 6.818451402874517e-01
5.297281665227174e+00 6.953050579047602e-01 4.496010587997974e+00 6.818452807377088e-01
5.297293993938053e+00 6.953051110574427e-01 4.495995072964022e+00 6.818454211840772e-01
5.297306322466888e+00 6.953051642087253e-01 4.495979558104380e+00 6.818455616265595e-01
5.297318650813796e+00 6.953052173586078e-01 4.495964043418937e+00 6.818457020651539e-01
5.297330978978695e+00 6.953052705070892e-01 4.495948528907801e+00 6.818458424998594e-01
5.297343306961674e+00 6.953053236541707e-01 4.495933014570854e+00 6.818459829306778e-01
5.297355634762761e+00 6.953053767998526e-01 4.495917500408053e+00 6.818461233576107e-01
5.297367962381695e+00 6.953054299441334e-01 4.495901986419740e+00 6.818462637806542e-01
5.297380289818840e+00 6.953054830870142e-01 4.495886472605481e+00 6.818464041998107e-01
5.297392617073904e+00 6.953055362284943e-01 4.495870958965624e+00 6.818465446150784e-01
5.297404944147154e+00 6.953055893685740e-01 4.495855445499872e+00 6.818466850264578e-01
5.297417271038396e+00 6.953056425072540e-01 4.495839932208415e+00 6.818468254339519e-01
5.297429597747742e+00 6.953056956445341e-01 4.495824419091143e+00 6.818469658375594e-01
5.297441924275066e+00 6.953057487804123e-01 4.495808906148260e+00 6.818471062372746e-01
5.297454250620523e+00 6.953058019148910e-01 4.495793393379520e+00 6.818472466331050e-01
5.297466576784048e+00 6.953058550479693e-01 4.495777880785042e+00 6.818473870250465e-01
5.297478902765598e+00 6.953059081796467e-01 4.495762368364872e+00 6.818475274130995e-01
5.297491228565264e+00 6.953059613099244e-01 4.495746856118892e+00 6.818476677972661e-01
5.297503554183040e+00 6.953060144388016e-01 4.495731344047125e+00 6.818478081775450e-01
5.297515879618852e+00 6.953060675662789e-01 4.495715832149648e+00 6.818479485539372e-01
5.297528204872815e+00 6.953061206923553e-01 4.495700320426363e+00 6.818480889264398e-01
5.297540529944839e+00 6.953061738170311e-01 4.495684808877365e+00 6.818482292950542e-01
5.297552854834890e+00 6.953062269403072e-01 4.495669297502673e+00 6.818483696597826e-01
5.297565179543168e+00 6.953062800621826e-01 4.495653786302089e+00 6.818485100206221e-01
5.297577504069488e+00 6.953063331826573e-01 4.495638275275826e+00 6.818486503775731e-01
5.297589828413920e+00 6.953063863017321e-01 4.495622764423791e+00 6.818487907306374e-01
5.297602152576513e+00 6.953064394194063e-01 4.495607253745949e+00 6.818489310798134e-01
5.297614476557141e+00 6.953064925356803e-01 4.495591743242437e+00 6.818490714251019e-01
5.297626800355896e+00 6.953065456505538e-01 4.495576232913161e+00 6.818492117665023e-01
5.297626800355909e+00 6.953065456505543e-01 4.495576232913138e+00 6.818492117665031e-01
5.297640634038394e+00 6.953066052794251e-01 4.495558822008284e+00 6.818493693218718e-01
5.297654467487241e+00 6.953066649067139e-01 4.495541411322451e+00 6.818495268729005e-01
5.297668300702546e+00 6.953067245324209e-01 4.495524000855530e+00 6.818496844195897e-01
5.297682133684344e+00 6.953067841565475e-01 4.495506590607444e+00 6.818498419619435e-01
5.297695966432310e+00 6.953068437790904e-01 4.495489180578651e+00 6.818499994999535e-01
5.297709798946912e+00 6.953069034000520e-01 4.495471770768567e+00 6.818501570336256e-01
5.297723631227914e+00 6.953069630194327e-01 4.495454361177452e+00 6.818503145629613e-01
5.297737463275271e+00 6.953070226372312e-01 4.495436951805404e+00 6.818504720879563e-01
5.297751295089149e+00 6.953070822534480e-01 4.495419542652221e+00 6.818506296086126e-01
5.297765126669533e+00 6.953071418680837e-01 4.495402133717904e+00 6.818507871249322e-01
5.297778958016284e+00 6.953072014811366e-01 4.495384725002671e+00 6.818509446369095e-01
